Customer ID,Gender,DOB,First Name,Last Name,Phone Number,Loyalty Tier,Marketing Segment
"""CID4697963""",Male,8/2/1984,Adeline,Lloyd,04660 923 901,Bronze,New
"""CID8026313""",Male,4/11/1989,Christopher,Morrison,04999 570 183,Silver,New
"""CID9399515""",Male,9/13/1998,Allison,Owen,04986 881 678,Bronze,Frequent Rider
"""CID2655682""",Male,5/24/1987,Zoey,Morris,04459 158 338,Gold,New
"""CID4156656""",Male,2/1/1972,Maya,Evans,04564 824 853,Gold,New
"""CID7479347""",Male,10/19/2005,Addison,Little,04763 397 914,Bronze,Occasional
"""CID8384841""",Male,8/27/1970,Theodore,Baker,04670 166 673,Bronze,Occasional
"""CID7177412""",Male,10/3/1991,Camila,Francis,04353 285 569,Bronze,New
"""CID1157345""",Male,6/4/1978,Clara,Gill,04513 324 151,Bronze,Occasional
"""CID2093143""",Male,1/17/1979,Ivy,Burnett,04688 641 267,Silver,New
"""CID6112368""",Male,7/5/1990,Josephine,Mcdonald,04488 842 343,Silver,New
"""CID1427567""",Male,12/10/1973,Anna,Guzman,04601 695 123,Silver,New
"""CID5573598""",Male,8/18/1985,Axel,Casey,04822 985 375,Silver,New
"""CID5461158""",Male,9/30/1971,Ella,Webb,04505 181 634,Silver,New
"""CID6710198""",Male,12/3/1975,Leah,Shah,04739 902 112,Bronze,New
"""CID1731873""",Male,4/21/1992,Liliana,Blair,04947 296 338,Bronze,Occasional
"""CID9487584""",Male,5/2/1992,Kennedy,Pacheco,04321 833 901,Silver,New
"""CID2356719""",Male,1/25/1991,Violet,Ray,04454 616 466,Silver,New
"""CID7813863""",Male,1/5/1984,Zoey,Leon,04217 858 557,Gold,New
"""CID3118884""",Male,2/16/1990,Kennedy,Barrera,04132 834 870,Bronze,Frequent Rider
"""CID9987038""",Male,12/11/1994,Penelope,Martin,04110 475 144,Bronze,New
"""CID7337140""",Male,9/29/1980,Layla,Romero,04390 581 740,Bronze,Occasional
"""CID6860861""",Male,10/20/1979,Eli,Reyes,04878 557 395,Silver,New
"""CID6452276""",Male,6/14/1991,Eden,Rosales,04846 441 605,Gold,New
"""CID8787249""",Male,10/11/1989,Mila,Wilkins,04292 381 993,Bronze,New
"""CID3212164""",Male,10/17/1985,Christian,Lozano,04496 393 732,Gold,New
"""CID6642366""",Male,4/27/1979,Aaron,Shaffer,04409 519 553,Silver,New
"""CID3536052""",Male,4/23/1998,Lainey,Love,04123 470 416,Silver,New
"""CID4304451""",Male,3/13/1984,Wyatt,Guzman,04948 971 470,Gold,New
"""CID8863758""",Male,3/8/1977,Silas,Padilla,04462 437 136,Bronze,Occasional
"""CID6625736""",Male,1/26/1991,Paisley,Barber,04521 110 162,Gold,New
"""CID4149944""",Male,3/22/1989,Violet,Walker,04690 663 123,Silver,New
"""CID1326441""",Male,5/11/1988,Asher,Warner,04334 965 369,Bronze,New
"""CID5704350""",Male,6/29/1973,Anna,Chandler,04998 567 218,Silver,New
"""CID3583917""",Male,3/8/1990,Audrey,Hill,04799 621 819,Silver,New
"""CID5889209""",Male,12/24/1979,Victoria,Aguirre,04206 172 679,Bronze,Occasional
"""CID1669292""",Male,8/7/1972,Michael,Cochran,04235 447 528,Gold,New
"""CID5276658""",Male,4/5/1988,Asher,Ramsey,04797 346 656,Bronze,Frequent Rider
"""CID5900181""",Male,6/28/1985,Cooper,Hoffman,04830 149 378,Silver,New
"""CID1674730""",Male,2/21/1984,Vivian,Figueroa,04367 704 755,Bronze,Frequent Rider
"""CID2766853""",Male,6/21/1992,Harper,Ellis,04595 863 667,Silver,New
"""CID5240633""",Male,7/30/1970,Aiden,Ray,04846 590 257,Silver,New
"""CID1735977""",Male,10/2/1991,Isaiah,Oconnor,04117 892 805,Bronze,New
"""CID6456799""",Male,1/30/1986,Emilia,Franco,04807 380 266,Bronze,Frequent Rider
"""CID7039056""",Male,3/13/1972,Kinsley,Escobar,04655 935 910,Silver,New
"""CID5580756""",Male,9/24/1976,Waylon,Wheeler,04561 493 238,Bronze,Frequent Rider
"""CID5141803""",Male,6/7/1992,Anna,Barber,04773 412 280,Bronze,New
"""CID1845670""",Male,2/7/1982,Josephine,Gardner,04410 272 593,Bronze,Frequent Rider
"""CID9635833""",Male,5/2/1979,Bennett,Rangel,04578 296 491,Bronze,Occasional
"""CID5132725""",Male,5/22/1991,Mason,Clark,04202 891 875,Bronze,Frequent Rider
"""CID5589896""",Male,2/12/1986,Iris,Bowman,04632 611 228,Bronze,Occasional
"""CID7308803""",Male,12/24/1984,Benjamin,Carter,04357 175 443,Silver,New
"""CID9013347""",Male,7/27/1988,Bennett,Cannon,04414 821 632,Bronze,Occasional
"""CID5522180""",Male,10/31/1987,Chloe,Payne,04962 474 518,Silver,New
"""CID1987683""",Male,7/31/1980,Vivian,Charles,04218 310 935,Bronze,Occasional
"""CID2041898""",Male,4/4/1986,Thiago,Walton,04109 510 775,Bronze,Occasional
"""CID5786164""",Male,9/5/1992,Amelia,Powell,04456 556 211,Silver,New
"""CID8225090""",Male,4/21/1981,Victoria,Ayala,04916 785 730,Silver,New
"""CID6444587""",Male,2/17/1994,Lincoln,Potter,04192 510 328,Silver,New
"""CID4381724""",Male,10/9/1982,Micah,White,04213 872 459,Bronze,Occasional
"""CID7399505""",Male,4/7/1988,Nova,Cabrera,04172 457 449,Silver,New
"""CID4516569""",Male,6/26/1996,Violet,Fleming,04433 480 991,Bronze,New
"""CID3518006""",Male,2/9/1974,Maverick,Hart,04994 967 705,Silver,New
"""CID4898089""",Male,3/16/1996,Jacob,Deleon,04842 431 753,Bronze,Occasional
"""CID1810620""",Male,9/25/1988,Colton,Garrett,04608 925 932,Bronze,Occasional
"""CID3381139""",Male,3/7/1984,Leo,Simon,04743 844 674,Bronze,New
"""CID8723074""",Male,2/11/1970,Zoey,Holland,04742 117 909,Bronze,Frequent Rider
"""CID6683541""",Male,4/4/1990,Claire,Thompson,04828 883 140,Bronze,Occasional
"""CID6527531""",Male,10/5/1990,Everett,Cochran,04365 241 301,Silver,New
"""CID3333308""",Male,10/1/1973,Ella,Burnett,04914 961 779,Silver,New
"""CID1079917""",Male,12/14/1981,Stella,Moore,04324 538 533,Silver,New
"""CID6454358""",Male,10/7/1994,Ezra,Young,04323 371 568,Bronze,Occasional
"""CID8293706""",Male,11/1/1973,Josephine,Curtis,04224 149 109,Silver,New
"""CID2946505""",Male,6/19/1989,Sadie,Henderson,04428 967 153,Bronze,Frequent Rider
"""CID3835636""",Male,11/21/1986,Sebastian,Hampton,04887 187 893,Bronze,New
"""CID6205054""",Male,4/11/1992,Paisley,Bishop,04650 460 429,Silver,New
"""CID1088999""",Male,6/12/1995,Allison,Frank,04960 581 246,Silver,New
"""CID1220293""",Male,5/15/1971,Parker,Deleon,04303 419 510,Silver,New
"""CID5929419""",Male,5/7/1989,Hailey,Oconnor,04688 413 185,Silver,New
"""CID7408054""",Male,6/26/1974,Alexander,Powell,04425 183 962,Silver,New
"""CID2798995""",Male,6/6/1976,Violet,Rhodes,04349 759 325,Silver,New
"""CID5908611""",Male,7/11/1988,Mason,Maxwell,04767 663 873,Bronze,Frequent Rider
"""CID9248897""",Male,4/20/1987,Emery,Grant,04548 559 750,Silver,New
"""CID1944852""",Male,9/25/1970,Wesley,Pratt,04697 263 860,Silver,New
"""CID2194571""",Male,2/11/1987,August,Fischer,04223 627 478,Bronze,Occasional
"""CID6216842""",Male,10/12/1993,Mason,Lucas,04731 885 604,Bronze,Occasional
"""CID6860463""",Male,6/28/1988,Jack,Cox,04748 505 574,Silver,New
"""CID7976182""",Male,3/2/1985,Samuel,Espinoza,04431 400 759,Bronze,Frequent Rider
"""CID2960268""",Male,10/11/1985,Joshua,Moran,04121 299 597,Silver,New
"""CID6184160""",Male,6/3/1993,Gabriel,Cox,04143 488 681,Silver,New
"""CID7150838""",Male,4/4/1991,Charlotte,Hughes,04923 923 935,Bronze,New
"""CID8579844""",Male,2/2/1970,Michael,Camacho,04743 407 784,Bronze,Occasional
"""CID6341839""",Male,11/11/1993,Daisy,Duncan,04836 564 306,Silver,New
"""CID1369375""",Male,9/14/1986,Julian,Jacobs,04113 495 506,Gold,New
"""CID6360594""",Male,12/30/1989,Micah,Chandler,04626 714 731,Bronze,Occasional
"""CID3073990""",Male,9/13/1989,Victoria,Clarke,04346 711 500,Silver,New
"""CID2296480""",Male,5/2/1974,Luna,Dawson,04242 194 569,Bronze,New
"""CID1653790""",Male,8/3/1989,Genesis,Shelton,04670 138 800,Bronze,Occasional
"""CID6189572""",Male,2/16/1984,Enzo,Ferguson,04116 899 227,Bronze,Frequent Rider
"""CID8563556""",Male,11/14/1991,Joseph,Carrillo,04124 357 125,Gold,New
"""CID6199268""",Male,9/5/1979,Zoe,Carter,04845 347 431,Silver,New
"""CID2095657""",Male,3/22/1984,Lucy,Cummings,04942 899 839,Silver,New
"""CID8354609""",Male,4/10/2003,Gael,Mcbride,04222 179 232,Silver,New
"""CID4670281""",Male,1/11/1993,Adam,Bauer,04876 381 270,Gold,New
"""CID7345266""",Male,11/21/1972,Abigail,Hall,04925 133 663,Bronze,New
"""CID6502587""",Male,4/10/1988,Eli,Strickland,04626 238 664,Silver,New
"""CID7928077""",Male,10/29/1989,Daniel,Owen,04159 299 911,Gold,New
"""CID6285671""",Male,6/30/1992,Owen,Warren,04525 347 750,Gold,New
"""CID4361943""",Male,1/4/1987,Amir,Gallagher,04623 379 573,Silver,New
"""CID2577298""",Male,9/19/1976,Delilah,Murray,04846 954 456,Silver,New
"""CID9300929""",Male,11/30/1985,Lydia,Padilla,04812 559 148,Bronze,New
"""CID1696279""",Male,8/28/1994,Rowan,Reed,04968 169 793,Gold,New
"""CID7023100""",Male,2/20/1984,Ava,Myers,04192 429 966,Bronze,Frequent Rider
"""CID2079579""",Male,2/7/2003,Ezekiel,Bautista,04173 819 793,Bronze,Occasional
"""CID4975091""",Male,5/8/1991,Athena,Shaw,04240 809 417,Bronze,Frequent Rider
"""CID9097619""",Male,5/10/2006,Aiden,Ferguson,04807 372 616,Gold,New
"""CID7203149""",Male,1/4/1993,Lucia,Rivera,04689 563 348,Bronze,New
"""CID5613738""",Male,1/12/1976,Paisley,Guzman,04468 205 912,Bronze,New
"""CID4875654""",Male,8/24/1987,Angel,Rice,04137 315 616,Bronze,Frequent Rider
"""CID8256996""",Male,11/26/1989,Violet,Matthews,04146 677 379,Silver,New
"""CID7745621""",Male,10/20/1994,Paisley,Green,04565 377 424,Bronze,Occasional
"""CID4711642""",Male,7/29/1988,Mateo,Trevino,04541 997 505,Bronze,Occasional
"""CID6679155""",Male,7/23/1986,Avery,Marshall,04294 610 745,Silver,New
"""CID6391322""",Male,6/7/1984,Millie,Avila,04740 516 770,Silver,New
"""CID9726973""",Male,3/17/1986,Anthony,Salas,04581 887 475,Gold,New
"""CID8821260""",Male,7/22/1975,Zoey,Woods,04518 470 910,Bronze,Frequent Rider
"""CID5399572""",Male,2/27/1989,Beau,Contreras,04409 836 282,Silver,New
"""CID3359192""",Male,11/21/1997,Paisley,Keller,04493 707 321,Silver,New
"""CID5411837""",Male,12/7/1979,Clara,Bauer,04879 790 888,Silver,New
"""CID8715595""",Male,5/24/1990,James,Clarke,04698 808 972,Bronze,Occasional
"""CID6787634""",Male,9/7/1990,Charlotte,Yang,04582 839 642,Bronze,Occasional
"""CID2843136""",Male,6/23/1983,Avery,Martinez,04136 615 776,Gold,New
"""CID7433642""",Male,5/1/2002,Melody,Lyons,04460 180 785,Silver,New
"""CID3291211""",Male,2/17/2007,Axel,Paul,04740 649 165,Bronze,New
"""CID3006401""",Male,3/26/1978,Ethan,Anderson,04626 444 612,Bronze,Occasional
"""CID5427956""",Male,10/8/1998,Riley,Perry,04904 892 116,Silver,New
"""CID9086069""",Male,12/8/1980,Autumn,Gomez,04638 776 188,Silver,New
"""CID6380243""",Male,11/5/1989,Theodore,Munoz,04309 853 771,Bronze,Occasional
"""CID6667009""",Male,11/24/1988,Melody,Gilbert,04836 998 623,Gold,New
"""CID9681471""",Male,8/12/2007,Jose,Fields,04628 501 154,Bronze,New
"""CID9069030""",Male,3/22/2003,Ella,Hunt,04588 146 623,Silver,New
"""CID9978161""",Male,6/15/1977,Madelyn,Frazier,04983 368 179,Silver,New
"""CID7575241""",Male,12/12/1994,Noah,Carr,04934 476 632,Silver,New
"""CID2599080""",Male,4/10/1989,Ellie,Dixon,04351 301 645,Gold,New
"""CID2481062""",Male,8/15/1989,David,Juarez,04120 524 791,Silver,New
"""CID1816429""",Male,10/8/1981,Lucas,Schmidt,04619 407 574,Bronze,Frequent Rider
"""CID2115407""",Male,4/2/1992,Ana,Petersen,04940 994 621,Silver,New
"""CID4522660""",Male,7/15/1975,Kinsley,Graham,04277 646 577,Bronze,New
"""CID1232352""",Male,7/17/1985,Josephine,Miranda,04550 260 295,Bronze,Occasional
"""CID3291236""",Male,11/15/1991,Levi,Pacheco,04705 194 539,Bronze,New
"""CID5700708""",Male,9/2/1975,David,Brock,04493 775 549,Silver,New
"""CID4917299""",Male,11/24/1977,Walker,Ochoa,04584 492 418,Silver,New
"""CID3503901""",Male,8/2/1975,Eloise,Russell,04227 115 839,Gold,New
"""CID6068156""",Male,6/15/1994,Jade,Pacheco,04650 328 591,Bronze,New
"""CID7515967""",Male,2/17/1974,Oliver,Rosales,04210 210 485,Silver,New
"""CID5218088""",Male,2/11/1984,Samuel,Becker,04837 486 692,Silver,New
"""CID5471607""",Male,10/29/1979,Jose,Parks,04561 747 767,Bronze,New
"""CID4233941""",Male,9/8/1985,Weston,Fleming,04417 683 549,Bronze,Occasional
"""CID9176055""",Male,10/4/1971,Theodore,Snyder,04173 763 707,Gold,New
"""CID8533535""",Male,8/20/1976,Ayla,Soto,04840 158 107,Silver,New
"""CID6720897""",Male,11/3/1996,Nora,Harrington,04159 230 866,Silver,New
"""CID5014521""",Male,3/31/2007,Josie,Zhang,04500 884 829,Bronze,New
"""CID1332433""",Male,1/12/1994,Aaliyah,Arnold,04439 464 116,Bronze,New
"""CID8384858""",Male,8/14/1976,Ana,Pope,04791 621 915,Silver,New
"""CID8526147""",Male,9/26/1997,Chloe,Morris,04363 690 207,Silver,New
"""CID5329047""",Male,12/4/1974,Logan,Ballard,04111 387 340,Bronze,Frequent Rider
"""CID2057099""",Male,10/5/1991,Grace,Pineda,04907 691 946,Bronze,Occasional
"""CID2230524""",Male,6/12/1976,Kinsley,Lawson,04872 341 846,Bronze,Occasional
"""CID9919768""",Male,3/11/1972,Audrey,Simpson,04597 496 357,Bronze,Occasional
"""CID3493141""",Male,8/31/1992,Clara,Hill,04317 357 580,Bronze,Occasional
"""CID7010394""",Male,11/9/1984,Lucas,Armstrong,04884 541 139,Bronze,Occasional
"""CID5297209""",Male,2/3/1984,Logan,Serrano,04596 353 361,Gold,New
"""CID8532084""",Male,9/11/1991,Ethan,Drake,04586 248 490,Silver,New
"""CID1160331""",Male,2/20/1982,Walker,Cobb,04199 126 866,Bronze,Frequent Rider
"""CID7593429""",Male,4/3/1994,Hannah,Norris,04173 216 123,Gold,New
"""CID5697111""",Male,9/7/1992,Leilani,Rhodes,04814 503 892,Bronze,Occasional
"""CID4182125""",Male,2/16/1986,Nova,Warren,04400 645 297,Bronze,New
"""CID3820250""",Male,8/13/1982,Micah,Tucker,04577 452 909,Bronze,New
"""CID3785765""",Male,8/28/1985,Naomi,Vaughn,04427 823 482,Bronze,New
"""CID2787315""",Male,7/4/1991,Camila,Day,04937 993 728,Silver,New
"""CID3199595""",Male,10/18/1988,Jackson,Casey,04240 763 419,Gold,New
"""CID7401014""",Male,7/9/1977,Andrew,Vasquez,04514 442 965,Gold,New
"""CID6566919""",Male,10/3/2004,Madison,Mcgee,04914 260 527,Bronze,Occasional
"""CID1157262""",Male,4/22/1980,Axel,Lowe,04835 500 949,Silver,New
"""CID1677465""",Male,3/8/2003,Anna,Lynch,04281 968 751,Silver,New
"""CID8866807""",Male,11/12/1979,Cooper,Patel,04435 240 233,Bronze,Occasional
"""CID4529941""",Male,2/18/1990,Eli,Rhodes,04936 107 915,Bronze,Frequent Rider
"""CID3283659""",Male,10/28/1988,Lydia,Owen,04474 632 426,Bronze,Occasional
"""CID7713671""",Male,6/25/1989,Olivia,Jenkins,04737 932 230,Bronze,Occasional
"""CID4811820""",Male,1/5/1990,Zoe,Deleon,04129 998 745,Gold,New
"""CID4301687""",Male,8/13/1993,Ezra,Patel,04824 199 986,Silver,New
"""CID5426176""",Male,9/3/1994,Bennett,Stewart,04397 792 612,Silver,New
"""CID4590339""",Male,6/16/1998,Michael,Fox,04108 865 690,Bronze,Occasional
"""CID1759035""",Male,4/1/1991,Addison,Cannon,04755 332 566,Bronze,Occasional
"""CID3145243""",Male,9/29/1972,Carter,Lambert,04293 169 708,Gold,New
"""CID4717166""",Male,2/8/1992,Hudson,Pena,04994 102 723,Bronze,Occasional
"""CID5608625""",Male,10/15/1988,Grace,Zimmerman,04766 157 852,Bronze,Occasional
"""CID7298699""",Male,12/13/1990,Owen,Dawson,04541 326 209,Bronze,Occasional
"""CID9832925""",Male,1/5/1974,Addison,Love,04432 341 519,Bronze,New
"""CID2877388""",Male,1/13/1994,Isaac,Brock,04425 191 597,Bronze,Frequent Rider
"""CID7701847""",Male,1/18/1984,Stella,Brown,04839 797 678,Bronze,Frequent Rider
"""CID7825612""",Male,3/7/1992,Willow,Lambert,04826 524 453,Silver,New
"""CID2612529""",Male,1/31/1993,Ella,Mann,04668 960 165,Gold,New
"""CID7640634""",Male,1/25/1985,Vivian,Smith,04365 795 608,Bronze,New
"""CID4628509""",Male,1/24/1990,Millie,Davidson,04131 753 165,Gold,New
"""CID5606611""",Male,5/1/1993,Santiago,Rhodes,04708 281 403,Bronze,Occasional
"""CID1575651""",Male,5/5/1992,Jaxon,Salas,04633 719 247,Gold,New
"""CID9140179""",Male,6/25/1988,Leah,Murray,04204 600 730,Gold,New
"""CID6113060""",Male,9/21/1984,Luna,Hammond,04214 506 331,Silver,New
"""CID9212984""",Male,6/6/1979,Aria,Reid,04660 332 341,Bronze,Occasional
"""CID3439364""",Male,4/1/1987,Jack,Roberts,04702 986 546,Bronze,New
"""CID7572677""",Male,7/2/1983,Layla,Weaver,04859 400 353,Bronze,Frequent Rider
"""CID3485736""",Male,3/15/1984,Riley,Silva,04601 617 884,Silver,New
"""CID2743928""",Male,6/8/1978,Zoey,Lucas,04636 738 580,Gold,New
"""CID4630486""",Male,12/6/1974,Julian,Roth,04958 708 290,Bronze,New
"""CID5712871""",Male,9/9/1993,Ellie,Mcgee,04396 506 997,Silver,New
"""CID6227672""",Male,11/11/1993,Parker,Holmes,04921 839 654,Bronze,Occasional
"""CID4859535""",Male,8/16/1971,Lucas,Figueroa,04506 916 129,Silver,New
"""CID2946920""",Male,8/15/1988,Willow,Austin,04787 815 710,Bronze,Frequent Rider
"""CID7919094""",Male,6/2/1996,August,Sanders,04833 880 963,Gold,New
"""CID8627713""",Male,3/27/1987,Audrey,Walsh,04405 954 495,Bronze,Occasional
"""CID7659452""",Male,9/28/1992,Axel,Ryan,04142 813 527,Silver,New
"""CID1160084""",Male,5/5/1993,Iris,Dean,04336 483 778,Silver,New
"""CID8521126""",Male,4/15/1992,Charles,Chambers,04481 273 749,Bronze,Frequent Rider
"""CID8029102""",Male,4/30/1992,James,Dixon,04812 297 855,Bronze,Frequent Rider
"""CID8463912""",Male,5/23/1989,Sadie,Barrera,04728 700 442,Silver,New
"""CID8463055""",Male,7/7/1999,Ana,Herrera,04720 797 701,Silver,New
"""CID1895702""",Male,10/5/1985,Grace,Rhodes,04685 131 826,Silver,New
"""CID4532274""",Male,9/9/1986,Alexander,Ray,04154 538 917,Bronze,Occasional
"""CID4440812""",Male,2/10/1978,Andrew,Coleman,04623 816 609,Silver,New
"""CID6441486""",Male,3/26/1981,Axel,Le,04502 192 740,Silver,New
"""CID4756804""",Male,4/16/1984,Ellie,Scott,04224 240 553,Bronze,Occasional
"""CID2984520""",Male,8/8/1985,Clara,Alvarado,04794 530 260,Bronze,New
"""CID6195368""",Male,10/14/1993,Jonathan,Nash,04764 473 157,Silver,New
"""CID1866257""",Male,1/15/1971,Kinsley,Mitchell,04387 396 848,Bronze,New
"""CID9682196""",Male,1/30/1992,Madison,Peterson,04810 474 614,Bronze,Occasional
"""CID8172334""",Male,8/27/1991,Addison,Green,04950 959 392,Gold,New
"""CID3447545""",Male,4/18/1992,Naomi,Schultz,04831 263 628,Gold,New
"""CID7969584""",Male,8/23/1995,Grayson,Patel,04911 789 989,Bronze,Occasional
"""CID5795294""",Male,9/22/2002,Emery,Sims,04805 659 649,Silver,New
"""CID6737253""",Male,12/2/1987,Weston,May,04927 692 824,Gold,New
"""CID2313573""",Male,3/29/1986,Jonathan,Wilkins,04362 565 523,Gold,New
"""CID1320036""",Male,7/12/1994,Henry,Manning,04210 329 273,Silver,New
"""CID7351907""",Male,7/21/1985,Dylan,Hodges,04706 692 471,Bronze,New
"""CID3560180""",Male,7/31/1985,Gianna,Person,04577 350 784,Silver,New
"""CID5758217""",Male,10/6/1981,Eloise,Tucker,04141 440 612,Gold,New
"""CID8309109""",Male,7/18/1981,Matthew,Fields,04500 575 507,Gold,New
"""CID3977412""",Male,6/28/1978,Riley,Schmidt,04367 384 580,Silver,New
"""CID2502099""",Male,10/19/1991,James,Weber,04511 133 786,Silver,New
"""CID7085016""",Male,3/21/2003,Leah,Ball,04442 206 640,Silver,New
"""CID4658202""",Male,6/13/1977,Jacob,Peters,04872 556 824,Gold,New
"""CID3449148""",Male,5/23/1976,Sofia,Barber,04531 358 980,Silver,New
"""CID8709183""",Male,8/2/1993,Claire,Waters,04987 308 119,Bronze,Occasional
"""CID1568888""",Male,5/26/1984,Dylan,Powell,04389 363 644,Bronze,Occasional
"""CID3357268""",Male,7/10/1990,Everly,Campos,04552 669 201,Bronze,New
"""CID2161082""",Male,8/4/1994,Isla,May,04459 104 303,Gold,New
"""CID9942742""",Male,4/22/1979,Walker,Castillo,04210 706 934,Bronze,Frequent Rider
"""CID4934982""",Male,3/19/2007,James,Salazar,04540 689 459,Silver,New
"""CID9742518""",Male,8/10/1994,Josie,Paul,04540 651 518,Bronze,New
"""CID5758099""",Male,8/3/1973,Owen,Olsen,04644 781 262,Bronze,Occasional
"""CID6312873""",Male,7/16/1973,Amir,Wallace,04287 888 232,Gold,New
"""CID3457111""",Male,9/16/1983,James,Conner,04517 193 871,Silver,New
"""CID5781267""",Male,11/18/1993,Gabriel,Colon,04227 935 944,Silver,New
"""CID5811059""",Male,6/30/1992,Lily,Carpenter,04502 642 992,Silver,New
"""CID2774135""",Male,3/7/1975,Micah,White,04319 245 168,Silver,New
"""CID6496094""",Male,6/22/1986,Christian,Haynes,04981 831 879,Silver,New
"""CID5315017""",Male,8/12/1990,Addison,Soto,04234 542 483,Bronze,Frequent Rider
"""CID4731645""",Male,9/18/1992,Joseph,Richards,04843 497 374,Bronze,Occasional
"""CID3170913""",Male,8/20/1972,Cooper,Turner,04134 532 924,Gold,New
"""CID4832060""",Male,5/22/1992,Lydia,Colon,04359 725 112,Bronze,Frequent Rider
"""CID4394953""",Male,2/21/1991,Lucas,Bailey,04950 813 717,Bronze,Occasional
"""CID3726574""",Male,10/15/1989,Sebastian,Bowman,04939 479 749,Gold,New
"""CID8341556""",Male,4/20/1988,Leah,Day,04519 311 350,Bronze,Frequent Rider
"""CID8330803""",Male,7/20/1991,Aiden,Austin,04351 790 451,Bronze,Occasional
"""CID5350568""",Male,5/26/1992,Robert,Chan,04998 174 257,Bronze,Occasional
"""CID9110408""",Male,9/3/1970,Sofia,Gilbert,04493 184 665,Bronze,New
"""CID4027180""",Male,1/23/1999,Ian,Bowers,04603 911 124,Silver,New
"""CID6090015""",Male,6/23/1990,Madelyn,Henderson,04918 488 791,Bronze,Frequent Rider
"""CID7007290""",Male,5/26/1972,Eliana,Evans,04173 163 568,Bronze,Occasional
"""CID3752059""",Male,11/17/1990,Christopher,Vega,04584 805 710,Silver,New
"""CID6513200""",Male,1/14/2003,Caroline,Cardenas,04317 421 156,Gold,New
"""CID8163218""",Male,6/21/1984,Melody,Hodges,04255 754 457,Gold,New
"""CID9034943""",Male,2/7/1990,Isabella,Byrd,04650 369 243,Silver,New
"""CID4321377""",Male,2/7/1994,Josephine,Andrade,04443 205 672,Bronze,New
"""CID8802585""",Male,9/19/1985,Penelope,Cook,04226 979 367,Silver,New
"""CID5660284""",Male,5/11/1984,Eleanor,Ochoa,04304 445 636,Bronze,Occasional
"""CID4395952""",Male,10/22/1972,Colton,Maxwell,04664 847 587,Silver,New
"""CID9262937""",Male,1/17/1991,William,Allen,04436 355 610,Silver,New
"""CID5563775""",Male,2/13/1979,Isabella,Richards,04230 366 907,Gold,New
"""CID7622804""",Male,8/30/1992,Jade,Meyer,04247 640 981,Bronze,Occasional
"""CID5320751""",Male,8/14/1987,Nolan,Harrington,04693 861 451,Silver,New
"""CID4117645""",Male,9/11/1988,Aaron,Ortega,04888 203 456,Bronze,New
"""CID1367154""",Male,11/22/1974,Aiden,Rivera,04401 474 838,Silver,New
"""CID6415653""",Male,2/11/1979,Carter,Shaffer,04580 743 665,Gold,New
"""CID2705204""",Male,6/17/1981,Ezra,Moran,04439 253 287,Silver,New
"""CID3871623""",Male,2/6/1984,August,Peterson,04954 132 970,Bronze,Frequent Rider
"""CID9725091""",Male,1/17/1977,Enzo,Schwartz,04969 594 111,Silver,New
"""CID3178658""",Male,11/7/1992,Eliana,Moss,04352 224 452,Gold,New
"""CID7764073""",Male,4/13/1991,Jeremiah,Chambers,04739 471 140,Bronze,Frequent Rider
"""CID3858729""",Male,11/13/1994,Elizabeth,Craig,04575 991 368,Bronze,Occasional
"""CID3642490""",Male,3/28/1993,Ezra,Kelly,04803 694 150,Silver,New
"""CID9715845""",Male,7/9/1986,Lucas,Johnson,04394 134 631,Silver,New
"""CID3164631""",Male,12/26/1994,Zoe,Mills,04206 638 989,Silver,New
"""CID3193350""",Male,6/4/1989,Sophia,Black,04359 587 104,Bronze,Occasional
"""CID1088742""",Male,4/8/1993,Jade,Beil,04675 387 659,Bronze,Occasional
"""CID2341682""",Male,3/7/1983,Oliver,Wells,04987 735 639,Silver,New
"""CID8297679""",Male,5/19/1973,Eloise,Bell,04264 482 609,Silver,New
"""CID1502899""",Male,4/13/1976,Audrey,Salas,04118 169 983,Bronze,Occasional
"""CID1448856""",Male,3/31/1994,Isla,Barrett,04219 295 750,Gold,New
"""CID3428111""",Male,8/21/1970,Ethan,Andrews,04153 149 168,Gold,New
"""CID6783722""",Male,12/12/1984,Lucas,Chen,04588 572 500,Silver,New
"""CID2035994""",Male,10/14/1981,Avery,Colon,04611 890 154,Silver,New
"""CID7600504""",Male,12/19/1990,Emery,Gutierrez,04172 775 568,Bronze,New
"""CID1280155""",Male,10/27/1991,Maverick,Montgomery,04627 737 796,Silver,New
"""CID4707999""",Male,2/26/1982,Aiden,Perry,04339 692 225,Bronze,Occasional
"""CID7472594""",Male,4/26/1979,Adeline,Lopez,04968 535 867,Bronze,Occasional
"""CID4356650""",Male,11/9/1977,Thiago,Burnett,04646 936 722,Bronze,New
"""CID2752038""",Male,4/30/1982,Cameron,Ferguson,04515 120 100,Bronze,Frequent Rider
"""CID5721513""",Male,3/27/1994,Quinn,Reynolds,04434 625 768,Silver,New
"""CID5407642""",Male,2/10/1972,Ana,Floyd,04795 691 492,Silver,New
"""CID1654922""",Male,4/27/1976,Walker,Vaughn,04350 663 749,Bronze,New
"""CID4926609""",Male,2/26/1990,David,Arnold,04247 698 834,Gold,New
"""CID8039970""",Male,1/20/1999,Ellie,Brock,04159 888 752,Silver,New
"""CID8442222""",Male,3/22/2007,Anthony,Charles,04462 317 930,Silver,New
